date,price
2022-03-16,10466
2022-03-17,10294
2022-03-18,10436
2022-03-21,10290
2022-03-22,10408
2022-03-23,10302
2022-03-24,10182
2022-03-25,10102
2022-03-28,10130
2022-03-29,10122
2022-03-30,10028
2022-03-31,10174
2022-04-01,9904
2022-04-06,10370
2022-04-07,10322
2022-04-08,10496
2022-04-11,10482
2022-04-12,10708
2022-04-13,10664
2022-04-14,10818
2022-04-15,10942
2022-04-18,10916
2022-04-19,11090
2022-04-20,10940
2022-04-21,11038
2022-04-22,11072
2022-04-25,10942
2022-04-26,11130
2022-04-27,11286
2022-04-28,11418
2022-04-29,11524
2022-05-05,11278
2022-05-06,11112
2022-05-09,11088
2022-05-10,10998
2022-05-11,11024
2022-05-12,11052
2022-05-13,11326
2022-05-16,11372
2022-05-17,11286
2022-05-18,11276
2022-05-19,11296
2022-05-20,11428
2022-05-23,11454
2022-05-24,11480
2022-05-25,11572
2022-05-26,11550
2022-05-27,11740
2022-05-30,11604
2022-05-31,11776
2022-06-01,11706
2022-06-02,11770
2022-06-06,11906
2022-06-07,11998
2022-06-08,12122
2022-06-09,11794
2022-06-10,11886
2022-06-13,11718
2022-06-14,11798
2022-06-15,11566
2022-06-16,11380
2022-06-17,11354
2022-06-20,11088
2022-06-21,10806
2022-06-22,10372
2022-06-23,10238
2022-06-24,9888
2022-06-27,10176
2022-06-28,10374
2022-06-29,10276
2022-06-30,10280
2022-07-01,9746
2022-07-04,9740
2022-07-05,9234
2022-07-06,8924
2022-07-07,8916
2022-07-08,9174
2022-07-11,9244
2022-07-12,9238
2022-07-13,8830
2022-07-14,9002
2022-07-15,8960
2022-07-18,9310
2022-07-19,9276
2022-07-20,9332
2022-07-21,9246
2022-07-22,9112
2022-07-25,9122
2022-07-26,9458
2022-07-27,9376
2022-07-28,9880
2022-07-29,10062
2022-08-01,9960
2022-08-02,9860
2022-08-03,10010
2022-08-04,9524
2022-08-05,9658
2022-08-08,9586
2022-08-09,9596
2022-08-10,9624
2022-08-11,9732
2022-08-12,9880
2022-08-15,9660
2022-08-16,9608
2022-08-17,9680
2022-08-18,9466
2022-08-19,9546
2022-08-22,9746
2022-08-23,9732
2022-08-24,10020
2022-08-25,9986
2022-08-26,9928
2022-08-29,9982
2022-08-30,9824
2022-08-31,9918
2022-09-01,9514
2022-09-02,9326
2022-09-05,9520
2022-09-06,9558
2022-09-07,9202
2022-09-08,9120
2022-09-09,9136
2022-09-13,9438
2022-09-14,9404
2022-09-15,9264
2022-09-16,9170
2022-09-19,9130
2022-09-20,9092
2022-09-21,9258
2022-09-22,9220
2022-09-23,9124
2022-09-26,8808
2022-09-27,8868
2022-09-28,8794
2022-09-29,8906
2022-09-30,8894
2022-10-10,9142
2022-10-11,9232
2022-10-12,9396
2022-10-13,9428
2022-10-14,9566
2022-10-17,9368
2022-10-18,9480
2022-10-19,9540
2022-10-20,9584
2022-10-21,9594
2022-10-24,9488
2022-10-25,9550
2022-10-26,9544
2022-10-27,9424
2022-10-28,9154
2022-10-31,9072
2022-11-01,9322
2022-11-02,9528
2022-11-03,9560
2022-11-04,9654
2022-11-07,9566
2022-11-08,9498
2022-11-09,9298
2022-11-10,9264
2022-11-11,9350
2022-11-14,9110
2022-11-15,9150
2022-11-16,9188
2022-11-17,9174
2022-11-18,9202
2022-11-21,9072
2022-11-22,9032
2022-11-23,9068
2022-11-24,9218
2022-11-25,9232
2022-11-28,9118
2022-11-29,9392
2022-11-30,9502
2022-12-01,9456
2022-12-02,9242
2022-12-05,9300
2022-12-06,9262
2022-12-07,9232
2022-12-08,8818
2022-12-09,8834
2022-12-12,8574
2022-12-13,8750
2022-12-14,8774
2022-12-15,8718
2022-12-16,8536
2022-12-19,8468
2022-12-20,8428
2022-12-21,8502
2022-12-22,8386
2022-12-23,8276
2022-12-26,8514
2022-12-27,8794
2022-12-28,8838
2022-12-29,8826
2022-12-30,8900
2023-01-03,8894
2023-01-04,8808
2023-01-05,8742
2023-01-06,8748
2023-01-09,8636
2023-01-10,8502
2023-01-11,8510
2023-01-12,8548
2023-01-13,8534
2023-01-16,8560
2023-01-17,8548
2023-01-18,8736
2023-01-19,8756
2023-01-20,8788
2023-01-30,8912
2023-01-31,8856
2023-02-01,8774
2023-02-02,8534
2023-02-03,8606
2023-02-06,8642
2023-02-07,8738
2023-02-08,8768
2023-02-09,8762
2023-02-10,8604
2023-02-13,8636
2023-02-14,8680
2023-02-15,8624
2023-02-16,8738
2023-02-17,8888
2023-02-20,8908
2023-02-21,8878
2023-02-22,8900
2023-02-23,8844
2023-02-24,8950
2023-02-27,8882
2023-02-28,8848
2023-03-01,8864
2023-03-02,8892
2023-03-03,9040
2023-03-06,8892
2023-03-07,8882
2023-03-08,8746
2023-03-09,8748
2023-03-10,8560
2023-03-13,8544
2023-03-14,8370
2023-03-15,8370
2023-03-16,8166
2023-03-17,8182
2023-03-20,8124
2023-03-21,8116
2023-03-22,7924
2023-03-23,7852
2023-03-24,7848
2023-03-27,7838
2023-03-28,8000
2023-03-29,8026
2023-03-30,8144
2023-03-31,8138
2023-04-03,8292
2023-04-04,8410
2023-04-06,8028
